№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
86;4661327-1;30742766-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Атропина сульфат;Атропина сульфат раствор для инъекций 1мг/мл;450;Ампула;46.00;20 700.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
87;4661327-1;35750076-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Декспантенол;Декспантенол гель глазной 5% , 10 г;20;Штука;3 404.00;68 080.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
88;4661327-1;35753726-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Азопирам;Азопирам раствор для наружного применения 1% 100 мл;70;Флакон;4 395.00;307 650.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
89;4661327-1;30768378-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Сыворотка;Сыворотка противостолбнячная лошадиная раствор для инъекций в комплекте с сывороткой лошадиной очищенной разведенной 1:100. 3000МЕ, 1мл;5;Ампула;1 512.00;7 560.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
90;4661327-1;35753829-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Вода морская, вода очищенная;Вода очищенная стерильная 200 мл;1950;Флакон;250.00;487 500.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
91;4661327-1;30742911-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Гидрокортизон;Гидрокортизон мазь для наружного применения 1 % 10 г;500;Штука;225.00;112 500.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
92;4661327-1;30750256-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Зопиклон;Зопиклон таблетки, покрытые оболочкой 7,5 мг;400;Штука;39.11;15 644.00;2020-07-22 09:00:00;2020-07-24 18:00:00;Запрос ценовых предложений;Закупка не состоялась
93;4620285-1;35894747-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Процессор;Процессор магнитных частиц;1;Штука;17 500 000.00;17 500 000.00;2020-07-13 09:00:00;2020-07-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
94;4620285-1;35893862-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Термоциклер;Система для детекции нуклеиновых кислот методом ПЦР врежиме реального времении;2;Штука;17 000 000.00;34 000 000.00;2020-07-13 09:00:00;2020-07-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
95;4602027-1;35742969-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Металлоконструкция;Дезинфецирующие тоннели;3;Штука;2 250 000.00;6 750 000.00;2020-07-08 09:00:00;2020-07-08 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
96;4597505-1;35067903-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Плата управления;Плата для Ангиографической системы Artis Zeego;1;Комплект;14 341 852.68;14 341 852.68;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
97;4597505-1;35070960-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Двигатель;Двигатель для аппарата Axiom Luminos dRF;1;Штука;2 321 428.57;2 321 428.57;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
98;4597505-1;35064968-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Батарея;Батарея на детектор Portable detector battery для Рентгеновской системы Ysio;1;Штука;14 250 000.00;14 250 000.00;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
99;4597505-1;35067590-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Преобразователь частоты;Блок (преобразователь частоты) для Ангиографической системы Artis Zeego;1;Штука;8 107 700.89;8 107 700.89;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
100;4597505-1;35070023-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Компрессор;Компрессор для МРТ 3Т Magnetom Skyra;1;Штука;13 214 285.71;13 214 285.71;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
101;4597505-1;35065277-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Трубка рентгеновская;Трубка для КТ Somatom Definition Flash c рабочими станциями Syngo.via, Syngo MMWP;1;Штука;80 357 142.86;80 357 142.86;2020-07-08 09:00:00;2020-07-10 18:00:00;Запрос ценовых предложений;Закупка не состоялась
102;4585457-1;35747726-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бахилы;Бахилы одноразовые высокие на заявязках из нетканного материала;1500;Пара;150.00;225 000.00;2020-07-03 09:00:00;2020-07-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
103;4585457-1;35747609-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бахилы;Бахилы многоразовые, прорезиненные;50;Штука;4 500.00;225 000.00;2020-07-03 09:00:00;2020-07-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
104;4582683-1;35742969-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Металлоконструкция;Дезинфецирующие тоннели;3;Штука;2 250 000.00;6 750 000.00;2020-07-02 09:00:00;2020-07-07 18:00:00;Запрос ценовых предложений;Закупка не состоялась
105;4582683-1;35485109-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Диспенсер;Сенсорный санитайзер;7;Штука;480 000.00;3 360 000.00;2020-07-02 09:00:00;2020-07-07 18:00:00;Запрос ценовых предложений;Закупка не состоялась
106;4581523-1;35746030-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;3 Гребенки стерильные для KFF (упаковка 10*10 шт);2;Упаковка;360 000.00;720 000.00;2020-07-02 09:00:00;2020-07-07 18:00:00;Запрос ценовых предложений;Закупка не состоялась
107;4581523-1;35746007-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;2 Планшеты глубоколуночные, стерильные 50 шт/уп;7;Упаковка;150 000.00;1 050 000.00;2020-07-02 09:00:00;2020-07-07 18:00:00;Запрос ценовых предложений;Закупка не состоялась
108;4581523-1;35745972-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Наконечник;Наконечники с фильтром 1 — 100 мкл, прозрачные стерильные, 1 свободные от ДНК-аз, РНК-аз и ингибиторов (упаковка 1000 шт);17;Упаковка;25 000.00;425 000.00;2020-07-02 09:00:00;2020-07-07 18:00:00;Запрос ценовых предложений;Закупка не состоялась
