№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
383;676782-1;1835309-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-06-03 17:52:43;2016-06-10 17:52:49;Запрос ценовых предложений;Закупка не состоялась
384;676762-1;1827493-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Кислород;кислород;50;Один баллон;1 175.00;58 750.00;2016-06-03 17:50:38;2016-06-10 17:50:43;Запрос ценовых предложений;Закупка не состоялась
385;676210-1;1906031-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е27, 12Вт;20;Штука;2 692.85;53 857.00;2016-06-03 17:47:40;2016-06-10 17:48:48;Запрос ценовых предложений;Закупка состоялась
386;676210-1;1906043-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е14, 5 Вт;10;Штука;2 260.71;22 607.10;2016-06-03 17:47:40;2016-06-10 17:48:48;Запрос ценовых предложений;Закупка состоялась
387;676210-1;1906037-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е27, 5 Вт;10;Штука;2 617.86;26 178.60;2016-06-03 17:47:40;2016-06-10 17:48:48;Запрос ценовых предложений;Закупка состоялась
388;655993-1;1798310-ЗЦП2;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт тепловоза ТГК-2;1;Работа;1 910 714.00;1 910 714.00;2016-05-30 15:57:12;2016-06-06 15:57:20;Запрос ценовых предложений;Закупка состоялась
389;655087-1;1805281-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины ГАЗ 3302;1;Работа;357 143.00;357 143.00;2016-05-30 13:19:06;2016-06-06 13:19:15;Запрос ценовых предложений;Закупка состоялась
390;654684-1;1803056-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;"Ремонт автокары ""Тойота""";1;Работа;370 536.00;370 536.00;2016-05-30 12:31:34;2016-06-06 12:31:39;Запрос ценовых предложений;Закупка состоялась
391;654491-1;1799040-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины Камаз;1;Работа;1 000 000.00;1 000 000.00;2016-05-30 12:11:49;2016-06-06 12:11:59;Запрос ценовых предложений;Закупка состоялась
392;642409-1;1830890-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по техническому контролю (осмотру) дорожных транспортных средств;Услуги по прохождению техосмотра автотранспортных средств;1;Одна услуга;35 714.00;35 714.00;2016-05-26 00:00:00;2016-06-10 00:00:00;Запрос ценовых предложений;Закупка не состоялась
393;641721-1;1835784-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по промывке и опрессовке системы отопления;Услуги по опрессовке внутренней тепловой трассы;1;Одна услуга;312 500.00;312 500.00;2016-05-26 00:00:00;2016-06-10 00:00:00;Запрос ценовых предложений;Закупка состоялась
394;641002-1;1843158-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по техническому обслуживанию приборов учета тепловой энергии;Услуги по обслуживанию теплоустановок;1;Одна услуга;87 500.00;87 500.00;2016-05-26 00:00:00;2016-06-10 00:00:00;Запрос ценовых предложений;Закупка не состоялась
395;637254-1;1906031-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е27, 12Вт;20;Штука;2 692.85;53 857.00;2016-05-25 00:00:00;2016-06-01 00:00:00;Запрос ценовых предложений;Закупка не состоялась
396;637254-1;1906043-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е14, 5 Вт;10;Штука;2 260.71;22 607.10;2016-05-25 00:00:00;2016-06-01 00:00:00;Запрос ценовых предложений;Закупка не состоялась
397;637254-1;1906192-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Изолента хлопчатобумажная;ХБ;10;Штука;1 725.00;17 250.00;2016-05-25 00:00:00;2016-06-01 00:00:00;Запрос ценовых предложений;Закупка состоялась
398;637254-1;1906184-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Изолента хлопчатобумажная;ПХВ изолента;30;Штука;265.18;7 955.40;2016-05-25 00:00:00;2016-06-01 00:00:00;Запрос ценовых предложений;Закупка состоялась
399;637254-1;1906037-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Строб-лампа;Е27, 5 Вт;10;Штука;2 617.86;26 178.60;2016-05-25 00:00:00;2016-06-01 00:00:00;Запрос ценовых предложений;Закупка не состоялась
400;535994-1;1827493-ОИ2;;"ТОО ""Казстройсистема""";Товар;Кислород;кислород;50;Один баллон;1 175.00;58 750.00;2016-04-27 15:59:27;2016-05-02 15:59:27;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
401;510609-1;1829238-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло моторное;"Моторное масло на ""Камаз""";150;Литр (куб. дм.);714.29;107 143.50;2016-04-21 15:45:37;2016-04-28 15:48:44;Запрос ценовых предложений;Закупка состоялась
402;504775-1;1831547-ОИ2;;"ТОО ""Казстройсистема""";Услуга;Услуги по проведению балансировки колес;Шиномонтажные услуги;1;Одна услуга;151 786.00;151 786.00;2016-04-21 11:53:49;2016-04-26 11:53:49;Из одного источника по несостоявшимся закупкам;Закупка состоялась
403;491218-1;1798310-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт тепловоза ТГК-2;1;Работа;1 910 714.00;1 910 714.00;2016-04-18 18:16:37;2016-04-27 18:18:47;Запрос ценовых предложений;Закупка не состоялась
404;490930-1;1831323-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло моторное;"Моторное масло на ""Тойота""";40;Литр (куб. дм.);2 678.57;107 142.80;2016-04-18 18:01:03;2016-04-26 10:56:16;Запрос ценовых предложений;Закупка состоялась
405;490677-1;1836808-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло гидравлическое;Дизельные и Гидравлическое масла;1500;Литр (куб. дм.);714.28;1 071 420.00;2016-04-18 17:44:51;2016-04-25 17:45:01;Запрос ценовых предложений;Закупка состоялась
406;489807-1;1827493-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Кислород;кислород;50;Один баллон;1 175.00;58 750.00;2016-04-18 16:45:48;2016-04-25 16:46:57;Запрос ценовых предложений;Закупка не состоялась
407;489649-1;1902810-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Газ природный жидкий (сжиженный);Сжиженный газ;400;Килограмм;135.71;54 284.00;2016-04-18 16:35:57;2016-04-25 16:35:58;Запрос ценовых предложений;Закупка состоялась
408;477574-1;1834960-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Автокара ""Тойота"", ""Дальян"", Газ-3302 трансмиссионное масло";30;Литр (куб. дм.);2 232.14;66 964.20;2016-04-18 16:38:41;2016-04-26 11:38:54;Запрос ценовых предложений;Закупка состоялась
409;477418-1;1835309-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-04-15 10:33:32;2016-04-22 10:33:42;Запрос ценовых предложений;Закупка не состоялась
410;474628-1;1839358-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло гидравлическое;Гидравлическое масло (технадзор);10;Килограмм;1 785.71;17 857.10;2016-04-14 17:13:40;2016-04-21 17:16:48;Запрос ценовых предложений;Закупка состоялась
411;474477-1;1843164-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Охлаждающая жидкость (антифриз, тосол);Согласно технической спецификации;80;Литр (куб. дм.);491.07;39 285.60;2016-04-14 17:02:48;2016-04-21 17:03:08;Запрос ценовых предложений;Закупка состоялась
412;471325-1;1810884-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины Ниссан Теана 218 АДМ;1;Работа;178 571.00;178 571.00;2016-04-14 12:14:50;2016-04-21 12:19:17;Запрос ценовых предложений;Закупка состоялась
413;463216-1;1800965-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Рукавицы специальные;Рукавицы брезентовые налодонниками;300;Пара;264.29;79 287.00;2016-04-13 11:31:56;2016-04-20 11:32:04;Запрос ценовых предложений;Закупка состоялась
414;462436-1;1831547-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по проведению балансировки колес;Шиномонтажные услуги;1;Одна услуга;151 786.00;151 786.00;2016-04-13 11:09:07;2016-04-20 11:12:13;Запрос ценовых предложений;Закупка не состоялась
415;426278-1;1906438-ОИ2;;"ТОО ""Казстройсистема""";Товар;Насос;3-х фазный, 16-16;1;Штука;42 250.89;42 250.89;2016-04-06 15:30:10;2016-04-11 15:30:10;Из одного источника по несостоявшимся закупкам;Закупка состоялась
416;426278-1;1906425-ОИ2;;"ТОО ""Казстройсистема""";Товар;Насос;6-10, 220 Вт-қа;1;Штука;37 786.60;37 786.60;2016-04-06 15:30:10;2016-04-11 15:30:10;Из одного источника по несостоявшимся закупкам;Закупка состоялась
417;424274-1;1827651-ОИ2;;"ТОО ""Казстройсистема""";Товар;Топливо дизельное;Согласно технической спецификации;20993;Литр (куб. дм.);89.28;1 874 255.04;2016-04-06 11:58:00;2016-04-11 11:58:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
418;358032-1;1839266-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по уборке и удалению снега;Услуги по уборке снега и мусора;1;Одна услуга;982 143.00;982 143.00;2016-03-24 15:37:47;2016-03-31 15:38:05;Запрос ценовых предложений;Закупка состоялась
419;356550-1;1814405-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Шина;Согласно технической спецификации;8;Штука;39 107.14;312 857.12;2016-03-24 14:45:02;2016-03-31 14:45:06;Запрос ценовых предложений;Закупка состоялась
420;356117-1;1827651-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Топливо дизельное;Согласно технической спецификации;20993;Литр (куб. дм.);89.28;1 874 255.04;2016-03-24 12:20:43;2016-03-31 12:20:43;Запрос ценовых предложений;Закупка не состоялась
421;355763-1;1841899-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Лопата;согласно технической спецификации;20;Штука;1 553.57;31 071.40;2016-03-24 11:47:21;2016-03-31 11:47:21;Запрос ценовых предложений;Закупка состоялась
422;354229-1;1906425-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Насос;6-10, 220 Вт-қа;1;Штука;37 786.60;37 786.60;2016-03-25 09:51:58;2016-04-01 09:51:58;Запрос ценовых предложений;Закупка не состоялась
423;353925-1;1906438-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Насос;3-х фазный, 16-16;1;Штука;42 250.89;42 250.89;2016-03-24 10:15:13;2016-04-01 09:42:34;Запрос ценовых предложений;Закупка не состоялась
424;76354-1;1843212-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по техническому обслуживанию приборов учета тепловой энергии;Услуги по обслуживанию теплосчетчиков;1;Одна услуга;187 500.00;187 500.00;2016-02-05 15:06:26;2016-02-12 15:06:30;Запрос ценовых предложений;Закупка состоялась
425;66855-1;1838605-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по мойке машин;Услуги мойки машин;1;Одна услуга;232 143.00;232 143.00;2016-02-03 15:53:24;2016-02-10 15:53:29;Запрос ценовых предложений;Закупка состоялась
426;64081-1;1828570-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Топливо дизельное;Согласно технической спецификации;9078;Литр (куб. дм.);147.32;1 337 370.96;2016-02-02 12:12:56;2016-02-08 12:13:01;Запрос ценовых предложений;Закупка состоялась
427;63623-1;1839726-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по дезинсекции;Услуги дезинфекции и дератизации;1;Одна услуга;205 357.00;205 357.00;2016-02-02 10:26:45;2016-02-08 10:26:58;Запрос ценовых предложений;Закупка состоялась
428;51660-1;1828832-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бензин;Согласно технической спецификации;51173;Литр (куб. дм.);111.61;5 711 418.53;2016-02-01 11:30:11;2016-02-08 11:30:20;Запрос ценовых предложений;Закупка состоялась
