№;id объявления;id лота;id пункта плана;Вид предмета закупок;Код товара, работы, услуги (в соответствии с КТРУ);Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Краткая техническая характеристика;Количество, объём;Цена за единицу, тенге;Сумма, утвержденная  для закупки, тенге;Цена (без НДС) по договору, тенге;Сумма  (без НДС), договору тенге;Сумма (без НДС), оплачен поставщику тенге;Начало приема заявок;Окончание приема заявок;Планируемый срок осуществления поставки;Способ закупки;Статус лота;Сумма по договору факт;Экономия;Сумма оплаты поставщику
83;5095772-1;31757760-ЗЦП3;;Товар;201422.203.000000;2-пропанол;Спирт - изопропиловый;технический;2;937.5;1875;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
84;5095772-1;31721329-ЗЦП3;;Товар;289939.850.000000;Устройство затяжки кабеля;Составное УЗК;для закладки кабеля;4;30000;120000;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
85;5095772-1;36802149-ЗЦП3;;Товар;261130.200.000002;Оперативная память;Оперативная память 4 Гб;вид памяти DDR3, емкость более 2 Гб, но не более 8 Гб;15;6866.07;102991.05;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
86;5095772-1;34365400-ЗЦП3;;Товар;289261.500.000099;Шланг;гофра стальная d 20;для специальной и специализированной техники, гофрированный;60;630;37800;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
87;5095772-1;34365407-ЗЦП3;;Товар;282411.900.000000;Фен;фен строительный;для отогревания трубопроводов, нагревания деталей, промышленный, электрический;1;15179.57;15179.57;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
88;5095772-1;36800497-ЗЦП3;;Товар;262021.300.000024;Диск жесткий;Диск жесткий 4ТВ;"интерфейс SATA 3 Гбит/с, емкость более 4 Тб, но не более 8 Тб, размер 3,5""";10;38839.29;388392.9;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
89;5095772-1;31716672-ЗЦП3;;Товар;222129.700.000035;Хомут (стяжка);Хомуты пластиковые (стяжка) 300мм 100 шт. в упаковке;крепежный, из пластика;500;11.09;5545;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
90;5095772-1;34365370-ЗЦП3;;Товар;273213.700.000203;Кабель;Кабель ТППэП 10*2*0,5 экранированная;марка ТППэп, напряжение не более 1 000 В;200;309.82;61964;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
91;5095772-1;31807731-ЗЦП2;;Товар;265145.200.000012;Тестер;Трассировщик кабеля;для прозвонки;4;39503.45;158013.8;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
92;5095772-1;31808049-ЗЦП2;;Товар;282970.300.000018;Паяльник;Электрический паяльник с контролем температуры (в комплекте олово и канифоль);для низкотемпературной пайки, электрический;1;7580.35;7580.35;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
93;5095772-1;34365385-ЗЦП2;;Товар;222121.530.000000;Трубка термоусаживающаяся;термоусадочная труба d 32/16;для герметизации муфт, заделки концов кабелей, толстостенная, из полиэтилена;10;1650;16500;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
94;5095772-1;31809612-ЗЦП2;;Товар;309910.000.000002;Тележка;Тележка, четырехколесная;ручная, четырехколесная;2;62500;125000;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
95;5095772-1;31793278-ЗЦП2;;Товар;271223.300.000001;Фильтр;Сетевой фильтр 6 розеток 5 метров;для защиты установок промышленной автоматики, сетевой;15;1746;26190;;;;2020-10-22 11:30:00;2020-10-29 11:30:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Отказ от лота;;;
